output_length	domain	context	summary
20per	culture	문화, 이할문장, 요약 : 화자1]토요일 오전, TV를 품격교양 미디어로 바꿔주는 'TV 책을 보다'. 이번 주에는 다소 무거운 주제의 책을 소개합니다. 일본 오구마 에이지의 책 '사회를 바꾸려면'입니다. 화자2]행동할 것을 권하는 오구마 에이지의 『사회를 바꾸려면』. 화자1]2011년 03월 11일 동일본대지진으로 인해 후쿠시마 원자력발전소가 폭발했습니다. 그 후. 재난사고 처리와 대처에 평정심을 잃지 않았던 일본 시민들이 변하고 있습니다. 사상 최대의 인원인 10만 명이 매주 도쿄 시내로 나와 탈핵 시위를 벌이고 있는 것이 그 예다. 사회를 바꾸고 싶은 일본인의 열망은 도서 분야에서도 나타났습니다. 일본에서 가장 영향력 있는 인문학자로 손꼽히는 오구마 에이지의 책이 2013 일본 신서대상 1위를 차지한 것입니다. 이 책은 바로 행동하는 지식인이자 게이오대 교수인 저자가 역사적, 사회구조적, 사상적으로 성찰하여 사회를 변화시키는 방법을 담은 『사회를 바꾸려면』입니다. 정치 혐오를 넘어 정치 무관심의 양상을 보이는 우리나라 역시 일본 사회와 다르지 않다. 지난 4월 ‘세월호침몰사고’로 국민은 분노했습니다. 사회 변화에 대한 요구가 들끓고 있습니다. 그러기 위해서는 행동해야 한다고 말하는 책, 『사회를 바꾸려면』을 34회에서 만나보자. 화자2]'무관심을 방치하면 사회는 무너지게 됩니다. 화자1]세상은 저절로 좋아지지 않습니다. 행동하라!'. 화자2]- 책, 『사회를 바꾸려면』 중에서. 화자1]수 년 동안, 탈핵운동에 앞장서고 있는 반핵국민행동 사무국장이자 에너지정의행동의 이헌석 대표가 『사회를 바꾸려면』편의 강연자입니다. 그는 강연을 통해 일본의 탈핵시위를 소개하며 우리 역시 실천해야할 때임을 강조합니다. 그리고 이 시대의 ‘행동하는 지식인’, 쓴 소리를 마다하지 않기에 열렬한 지지자와 이슈를 몰고 다니는 진중권 교수가 ‘사회를 바꾸려면, 어떻게 해야하는가?’에 대한 방향을 제시해줍니다. 또한 최근 KBS 드라마 ‘정도전’을 19%라는 시청률로 성공리에 마무리한 정현민 작가가 출연합니다. 국회보좌관으로의 10년의 경험과 직접 사회를 바꾸기 위해 노동운동에 참여했던 일들을 소개합니다. 서울대 정신의학과 윤대현 교수는 이러한 ‘피로사회’에서의 국민들의 불안한 정서와 심리상태를 되짚어줍니다. 화자2]원자력발전 반대운동과 같은 개별적인 사건뿐 아니라 민주주의, 탈공업화, 글로벌화 등 세계 전반에 대한 문제를 고찰하여 이해의 주춧돌을 세우고자하는 『사회를 바꾸려면』 편은 007.26 토요일 아침 10시30분 KBS 1TV 에서 방송됩니다.	'TV 책을 보다'에 오구마 에이지의 '사회를 바꾸려면'이 선정되었다. 이 책은 역사적, 사회 구조적, 사상적 성찰을 통해 사회를 변화시키는 방법을 담은 책으로 2013 일본 신서 대상 1위를 차지하며 일본 사회에 영향을 주고 있다. 후쿠시마 원자력 발전소 폭발의 처리를 두고 평온하던 일본 시민들이 탈핵 시위를 벌이고 있는 것을 그 예이다. 탈핵운동을 하는 이헌석 대표가 강연자로 나오고 진중권 교수, 정현민 작가 등이 출연하며 7월 26일 KBS 1TV에서 방송된다.
single	culture	문화, 단문장, 요약 : 화자1]토요일 오전, TV를 품격교양 미디어로 바꿔주는 'TV 책을 보다'. 이번 주에는 다소 무거운 주제의 책을 소개합니다. 일본 오구마 에이지의 책 '사회를 바꾸려면'입니다. 화자2]행동할 것을 권하는 오구마 에이지의 『사회를 바꾸려면』. 화자1]2011년 03월 11일 동일본대지진으로 인해 후쿠시마 원자력발전소가 폭발했습니다. 그 후. 재난사고 처리와 대처에 평정심을 잃지 않았던 일본 시민들이 변하고 있습니다. 사상 최대의 인원인 10만 명이 매주 도쿄 시내로 나와 탈핵 시위를 벌이고 있는 것이 그 예다. 사회를 바꾸고 싶은 일본인의 열망은 도서 분야에서도 나타났습니다. 일본에서 가장 영향력 있는 인문학자로 손꼽히는 오구마 에이지의 책이 2013 일본 신서대상 1위를 차지한 것입니다. 이 책은 바로 행동하는 지식인이자 게이오대 교수인 저자가 역사적, 사회구조적, 사상적으로 성찰하여 사회를 변화시키는 방법을 담은 『사회를 바꾸려면』입니다. 정치 혐오를 넘어 정치 무관심의 양상을 보이는 우리나라 역시 일본 사회와 다르지 않다. 지난 4월 ‘세월호침몰사고’로 국민은 분노했습니다. 사회 변화에 대한 요구가 들끓고 있습니다. 그러기 위해서는 행동해야 한다고 말하는 책, 『사회를 바꾸려면』을 34회에서 만나보자. 화자2]'무관심을 방치하면 사회는 무너지게 됩니다. 화자1]세상은 저절로 좋아지지 않습니다. 행동하라!'. 화자2]- 책, 『사회를 바꾸려면』 중에서. 화자1]수 년 동안, 탈핵운동에 앞장서고 있는 반핵국민행동 사무국장이자 에너지정의행동의 이헌석 대표가 『사회를 바꾸려면』편의 강연자입니다. 그는 강연을 통해 일본의 탈핵시위를 소개하며 우리 역시 실천해야할 때임을 강조합니다. 그리고 이 시대의 ‘행동하는 지식인’, 쓴 소리를 마다하지 않기에 열렬한 지지자와 이슈를 몰고 다니는 진중권 교수가 ‘사회를 바꾸려면, 어떻게 해야하는가?’에 대한 방향을 제시해줍니다. 또한 최근 KBS 드라마 ‘정도전’을 19%라는 시청률로 성공리에 마무리한 정현민 작가가 출연합니다. 국회보좌관으로의 10년의 경험과 직접 사회를 바꾸기 위해 노동운동에 참여했던 일들을 소개합니다. 서울대 정신의학과 윤대현 교수는 이러한 ‘피로사회’에서의 국민들의 불안한 정서와 심리상태를 되짚어줍니다. 화자2]원자력발전 반대운동과 같은 개별적인 사건뿐 아니라 민주주의, 탈공업화, 글로벌화 등 세계 전반에 대한 문제를 고찰하여 이해의 주춧돌을 세우고자하는 『사회를 바꾸려면』 편은 007.26 토요일 아침 10시30분 KBS 1TV 에서 방송됩니다.	'TV 책을 보다'에 오구마 에이지의 '사회를 바꾸려면'을 책을 주제로 탈핵 운동을 하는 이헌석 대표가 출연한다.
20per	culture	문화, 이할문장, 요약 : 화자1]그 어느 나라보다 뜨거운 대한민국의 교육열. 알고 보면조선시대부터 시작됐다는데. 조선시대에도 공부의 목적은 입시였을까? 부모의 교육열은 자식에게 약이었을까, 독이었을까? 선비들은 어떻게 공부했을까? 조선을 후끈 달군 교육열의 현장, 그리고 선조들의 공부 비법까지. 조선시대 교육의 모든 것을 알아본다!. 화자2]영조와 사도세자의 갈등, 조기교육이 원인?. 화자1]뒤주에 갇혀 죽은 비운의 왕세자, 사도세자. 영조와의 갈등으로 널리 알려져 있지만 누구보다 영조에게 사랑을 받고 촉망받던 천재 왕세자였습니다. 영조는 사도세자가 3세가 되자 왕세자교육을 실시하는데 이는 다른 왕세자들에 비해 2년 이상 빠른 진도였습니다. 세자의 영특함에 영조는 직접 교재를 만들 정도로 열성을 보이지만, 왕세자 수업이 거듭되면서 영조와 사도세자 사이에는 갈등이 싹트기 시작합니다. 영조가 그토록 열성적으로 가르치고자 했던 바는 무엇이었을까? 천재라고 칭송받던 사도세자는 왜 아버지 영조와 사이가 멀어지게 된 걸까?. 화자2]영조와 사도세자의 교육을 통해 본 조선 왕실 교육의 실체! 그리고 정신건강전문의가 밝히는 영조식 교육법의 실패 원인과 바람직한 부모의 교육법까지~ 과거와 현재를 관통하는 ‘교육’이란 주제에 대해 다각도로 살펴봅니다. 화자1]조선의 교육, 이것이 궁금합니다! – 선비들의 암기 비법 전격공개!. 화자2]학생들은 우리 선조들의 교육에 대해 무엇을 궁금해 할까? ‘조선시대에도 방학이 있었나요?’ ‘조선시대에는 성교육을 어떻게 했나요?’ 등~ 학생들이 직접 던지는 재치 있는 질문과 전문가들의 명쾌한 답변! 그리고 대한민국 학생들의 눈과 귀를 사로잡을 선조들의 공부법과 현직 교사가 직접 밝히는 한국사 암기 비법까지. 여름방학을 맞은 학생들을 위한 특별한 공부법이 <역사저널, 그날>에서 전격 공개된다!. 화자1]여름방학 특집 1부, 조선을 휩쓴 교육열! 조기교육의 산실, 왕세자교육부터 세대를 아우르는 사대부가의 격대교육까지~ 선조들의 지혜가 담긴 조선교육의 모든 것이 이번 주 토요일 08월 02일 KBS 1TV <역사저널, 그날>에서 낱낱이 공개됩니다.	<역사저널, 그날>에서는 여름방학을 맞은 학생들을 위한 특별한 공부법이 전격 공개된다. 뜨거운 대한민국의 교육열은 알고 보면조선시대부터 시작됐다. 사도세자는 영조와의 갈등으로 널리 알려져 있지만 누구보다 영조에게 사랑을 받고 촉망받던 천재였다. 영조가 그토록 열성적으로 가르치고자 했던 바는 무엇이었을까 궁금증을 풀어본다. 과거와 현재를 관통하는 ‘교육’이란 주제에 대해 다양한 관점에서 살펴본다.
single	culture	문화, 단문장, 요약 : 화자1]그 어느 나라보다 뜨거운 대한민국의 교육열. 알고 보면조선시대부터 시작됐다는데. 조선시대에도 공부의 목적은 입시였을까? 부모의 교육열은 자식에게 약이었을까, 독이었을까? 선비들은 어떻게 공부했을까? 조선을 후끈 달군 교육열의 현장, 그리고 선조들의 공부 비법까지. 조선시대 교육의 모든 것을 알아본다!. 화자2]영조와 사도세자의 갈등, 조기교육이 원인?. 화자1]뒤주에 갇혀 죽은 비운의 왕세자, 사도세자. 영조와의 갈등으로 널리 알려져 있지만 누구보다 영조에게 사랑을 받고 촉망받던 천재 왕세자였습니다. 영조는 사도세자가 3세가 되자 왕세자교육을 실시하는데 이는 다른 왕세자들에 비해 2년 이상 빠른 진도였습니다. 세자의 영특함에 영조는 직접 교재를 만들 정도로 열성을 보이지만, 왕세자 수업이 거듭되면서 영조와 사도세자 사이에는 갈등이 싹트기 시작합니다. 영조가 그토록 열성적으로 가르치고자 했던 바는 무엇이었을까? 천재라고 칭송받던 사도세자는 왜 아버지 영조와 사이가 멀어지게 된 걸까?. 화자2]영조와 사도세자의 교육을 통해 본 조선 왕실 교육의 실체! 그리고 정신건강전문의가 밝히는 영조식 교육법의 실패 원인과 바람직한 부모의 교육법까지~ 과거와 현재를 관통하는 ‘교육’이란 주제에 대해 다각도로 살펴봅니다. 화자1]조선의 교육, 이것이 궁금합니다! – 선비들의 암기 비법 전격공개!. 화자2]학생들은 우리 선조들의 교육에 대해 무엇을 궁금해 할까? ‘조선시대에도 방학이 있었나요?’ ‘조선시대에는 성교육을 어떻게 했나요?’ 등~ 학생들이 직접 던지는 재치 있는 질문과 전문가들의 명쾌한 답변! 그리고 대한민국 학생들의 눈과 귀를 사로잡을 선조들의 공부법과 현직 교사가 직접 밝히는 한국사 암기 비법까지. 여름방학을 맞은 학생들을 위한 특별한 공부법이 <역사저널, 그날>에서 전격 공개된다!. 화자1]여름방학 특집 1부, 조선을 휩쓴 교육열! 조기교육의 산실, 왕세자교육부터 세대를 아우르는 사대부가의 격대교육까지~ 선조들의 지혜가 담긴 조선교육의 모든 것이 이번 주 토요일 08월 02일 KBS 1TV <역사저널, 그날>에서 낱낱이 공개됩니다.	여름방학을 맞은 학생들만을 위해 <역사저널, 그날>에서는 특별한 조선시대 공부법을 선보인다.
single	culture	문화, 단문장, 요약 : 화자1]■ 청자 흑백상감 국화모란문 병형주전자. 화자2]첫 번째 의뢰품은 주전자의 형태지만 물대가 없는 주전자. 원래 모습을 추정하기 힘들 정도로 물대가 깨져있고, 자세히 살펴보면 주전자의 손잡이가 붙어 있는 모습도 조금 어색한 편입니다. 물대와 손잡이가 없었다면 오히려 깔끔한 형태의 청자 주병이었을 것 같은 청자 흑백상감 국화모란문 병형주전자의 숨은 비밀을 이상문 도자기 감정위원이 낱낱히 파헤쳐줍니다. 화자1]■ 후수 후수. 화자2]두 번째 의뢰품은 붉은 바탕에 수를 놓고 고리를 달아 조복 뒤에 패용하는 장식물인 민속품 후수(후수). 이 후수를 통해 사용자의 계급을 알 수 있습니다. 의뢰품으로 나온 후수는 학과 구름이 수놓아져 있고 고리의 색깔이 금인 점을 볼 때, 높은 품계의 사람이 사용한 것으로 보이는데, 박물관에서나 볼 수 있을 만큼 귀한 후수의 가치를 양의숙 민속품 감정위원의 설명으로 알아봅니다. 화자1]■ 새경 밖 8경 화첩. 화자2]마지막 의뢰품은 각각 다른 8곳의 풍경을 그린 작은 크기의 화첩(화첩)입니다. 화첩 속 장소는 서대문 밖~무악재 사이의 뛰어난 풍경을 그린 것으로 지금은 볼 수 없는 정자인 반송정(반송정)과 반지(반지,서쪽연못)부터 인왕산 선바위까지 담겨있습니다. 선비의 마음을 담아 그린 '새문(서대문) 밖 8경 화첩'의 모든 것을 진동만 회화 감정위원이 밝혀줍니다. 화자1]한편, '진품명품'의 백미 '출장감정'은 '강원도 태백시'를 찾았습니다. 세 점의 의뢰품과 태백시의 숨겨진 보물들의 제대로 된 값은 오늘(일) 오전 11시10분 KBS 1TV 'TV쇼진품명품'에서 방송됩니다.	오늘 오전 11시 10분 KBS 'TV 쇼 진품명품'에서 세 점의 의뢰품과 태백시의 숨겨진 보물들이 방송된다.
20per	culture	문화, 이할문장, 요약 : 화자1]■ 청자 흑백상감 국화모란문 병형주전자. 화자2]첫 번째 의뢰품은 주전자의 형태지만 물대가 없는 주전자. 원래 모습을 추정하기 힘들 정도로 물대가 깨져있고, 자세히 살펴보면 주전자의 손잡이가 붙어 있는 모습도 조금 어색한 편입니다. 물대와 손잡이가 없었다면 오히려 깔끔한 형태의 청자 주병이었을 것 같은 청자 흑백상감 국화모란문 병형주전자의 숨은 비밀을 이상문 도자기 감정위원이 낱낱히 파헤쳐줍니다. 화자1]■ 후수 후수. 화자2]두 번째 의뢰품은 붉은 바탕에 수를 놓고 고리를 달아 조복 뒤에 패용하는 장식물인 민속품 후수(후수). 이 후수를 통해 사용자의 계급을 알 수 있습니다. 의뢰품으로 나온 후수는 학과 구름이 수놓아져 있고 고리의 색깔이 금인 점을 볼 때, 높은 품계의 사람이 사용한 것으로 보이는데, 박물관에서나 볼 수 있을 만큼 귀한 후수의 가치를 양의숙 민속품 감정위원의 설명으로 알아봅니다. 화자1]■ 새경 밖 8경 화첩. 화자2]마지막 의뢰품은 각각 다른 8곳의 풍경을 그린 작은 크기의 화첩(화첩)입니다. 화첩 속 장소는 서대문 밖~무악재 사이의 뛰어난 풍경을 그린 것으로 지금은 볼 수 없는 정자인 반송정(반송정)과 반지(반지,서쪽연못)부터 인왕산 선바위까지 담겨있습니다. 선비의 마음을 담아 그린 '새문(서대문) 밖 8경 화첩'의 모든 것을 진동만 회화 감정위원이 밝혀줍니다. 화자1]한편, '진품명품'의 백미 '출장감정'은 '강원도 태백시'를 찾았습니다. 세 점의 의뢰품과 태백시의 숨겨진 보물들의 제대로 된 값은 오늘(일) 오전 11시10분 KBS 1TV 'TV쇼진품명품'에서 방송됩니다.	오늘 오전 11시 10분 KBS 'TV 쇼 진품명품'에서 세 점의 의뢰품과 태백시의 숨겨진 보물들이 방송된다. 첫 번째 의뢰품은 청자 흑백상감 국화 모란문 병형 주전자이고, 두 번째 의뢰품은 붉은 바탕에 수를 놓고 고리를 달아 조복 뒤에 패용하는 후수이다. 마지막 의뢰품은 각각 다른 8곳의 풍경을 그린 작은 화첩이다.
20per	culture	문화, 이할문장, 요약 : 화자1]한·중 수교 22주년 특집 다큐 '60년만의 귀향'. 화자2]KBS가 한국과 중국 수교 22주년을 맞아 특집 다큐멘터리 '60년만의 귀향'을 방송합니다. 화자1]제네바 협정에 따라 우리 정부는 인도적 조치로1996년부터 전국에 산재한 중국군의 유해를 남방한계선에서 불과 5km 떨어진 파주시 적성면 답곡리 산55일대 6천99㎡에 모아 안장했습니다. 맞서 싸운 적군의 유해를 안장한 세계적으로 보기 드문 사례. 중국군의 유해는 모두 437구였습니다. 화자2]2013년 06월, 한국과 중국은 경기 파주의 적군묘지에 안장된 중국군 유해 송환에 합의하고 2014년 03월 28일 437구를 송환했습니다. 참으로 고향집으로 가기 까지 긴 세월 먼 길이었습니다. 화자1]특집 다큐 '60년만의 귀향'은 고지를 사수하기 위하여 벌이는 사투, 그 포화의 현장을 찾아 나서 이제는 80이 넘은 생존자들의 기억을 더듬습니다. 한국 전쟁에 참전했던 국군용사들의 기억 속의 적이었던 중국 인민 지원군. 다큐가 주목한 것은, 비극의 한국 전쟁에서 적군이었던 중국인민지원군입니다. 화자2]그들 역시 19살에서 20살 꽃 다운 나이의 평범한 청년들이었습니다. 한국 전쟁을 치루면서 겪었던 고뇌와 상처는 우리 측과 크게 다르지 않다는 점입니다. 전쟁은 그 어떤 대의명분에도 불구하고, 결국은 무수한 인명의 살상과 남겨진 자들의 슬픔으로 이어지지 때문입니다. 화자1]한국 전쟁에 참가했던 중국인민지원군들의 참혹한 전투 기억들, 그리고 이역의 전장에 남편을 보내고 60여년의 세월이 흘렀지만 아직 생사를 알 길 조차 없기에 눈물조차 드러내지 못하는 중국 군인의 아내, 한국 전쟁에 나간 아들을 기다리다가 눈 감은 어머니. 화자2]낯선 땅 오랜 세월 속에 묻혀있었던 전쟁 영혼들의 60년만의 귀가를 통해 비극의 전쟁 속에서, 사라진 꽃 같은 젊음에 대한 추모와 함께 한국과 중국, 진정한 평화의 메시지를 생각해 봅니다. 한·중 수교 22주년 특집 다큐 '60년만의 귀향'은 오늘(토) 저녁 08시05분에 KBS 1TV 에서 방송됩니다.	'60년만의 귀향'은 한국 전쟁에 참전했던 중국 인민 지원군에 대해 이야기한다. 한국의 국군 용사들과 다를 바 없이 그들도 꽃다운 나이의 평범한 청년들이었으며, 전쟁을 치르면서 겪었던 고뇌와 상처가 컸다. '60년 만의 귀향'에서는 한국 땅에 오랜 세월 동안 묻혀있던 중국군의 유해가 60년 만에 귀가한 것을 통해, 사라진 젊은이들에 대한 추모와 한·중의 진정한 평화에 대한 메시지를 전했다.
single	culture	문화, 단문장, 요약 : 화자1]한·중 수교 22주년 특집 다큐 '60년만의 귀향'. 화자2]KBS가 한국과 중국 수교 22주년을 맞아 특집 다큐멘터리 '60년만의 귀향'을 방송합니다. 화자1]제네바 협정에 따라 우리 정부는 인도적 조치로1996년부터 전국에 산재한 중국군의 유해를 남방한계선에서 불과 5km 떨어진 파주시 적성면 답곡리 산55일대 6천99㎡에 모아 안장했습니다. 맞서 싸운 적군의 유해를 안장한 세계적으로 보기 드문 사례. 중국군의 유해는 모두 437구였습니다. 화자2]2013년 06월, 한국과 중국은 경기 파주의 적군묘지에 안장된 중국군 유해 송환에 합의하고 2014년 03월 28일 437구를 송환했습니다. 참으로 고향집으로 가기 까지 긴 세월 먼 길이었습니다. 화자1]특집 다큐 '60년만의 귀향'은 고지를 사수하기 위하여 벌이는 사투, 그 포화의 현장을 찾아 나서 이제는 80이 넘은 생존자들의 기억을 더듬습니다. 한국 전쟁에 참전했던 국군용사들의 기억 속의 적이었던 중국 인민 지원군. 다큐가 주목한 것은, 비극의 한국 전쟁에서 적군이었던 중국인민지원군입니다. 화자2]그들 역시 19살에서 20살 꽃 다운 나이의 평범한 청년들이었습니다. 한국 전쟁을 치루면서 겪었던 고뇌와 상처는 우리 측과 크게 다르지 않다는 점입니다. 전쟁은 그 어떤 대의명분에도 불구하고, 결국은 무수한 인명의 살상과 남겨진 자들의 슬픔으로 이어지지 때문입니다. 화자1]한국 전쟁에 참가했던 중국인민지원군들의 참혹한 전투 기억들, 그리고 이역의 전장에 남편을 보내고 60여년의 세월이 흘렀지만 아직 생사를 알 길 조차 없기에 눈물조차 드러내지 못하는 중국 군인의 아내, 한국 전쟁에 나간 아들을 기다리다가 눈 감은 어머니. 화자2]낯선 땅 오랜 세월 속에 묻혀있었던 전쟁 영혼들의 60년만의 귀가를 통해 비극의 전쟁 속에서, 사라진 꽃 같은 젊음에 대한 추모와 함께 한국과 중국, 진정한 평화의 메시지를 생각해 봅니다. 한·중 수교 22주년 특집 다큐 '60년만의 귀향'은 오늘(토) 저녁 08시05분에 KBS 1TV 에서 방송됩니다.	'60년만의 귀향'은 한국 전쟁으로 인해 사라진 젊은이들에 대한 추모와 한·중의 진정한 평화의 메시지를 전했다.
20per	culture	문화, 이할문장, 요약 : 화자1]14세기 정도전이 21세기를 살고 있는 우리에게 말을 건다. 화자2]또 역사적 인물 '정도전'의 정치적 삶을 담은 드라마 '정도전', 과연 실제 정도전의 모습은 어디까지 충실하게 그렸을지 정도전이 유배지에서 만난 '양지'는 실제 인물? 혹은 허구의 존재일지? 드라마 이야기와 실제 역사 속 정도전의 행보를 통해 우리가 몰랐던 정도전의 모습을 알아봅니다. 이뿐만 아니라 역사적 사건에 상상력을 부여해 콘텐츠를 제작하는 작가와 배우, 역사적 사실을 연구하고 해석하는 역사학자들, 접근하는 방법이 서로 다른 콘텐츠 제작자와 역사학자들이 만나 드라마 속의 역사, 역사 속의 드라마에 대해 이야기합니다. 화자1]한편, 제41회 방송대상 수상 특별기획으로 마련된 '2014 대한민국 정도전을 만나다'는 오늘(4일)과 내일(5일) 양 일간 밤 10시 KBS 1TV '역사저널 그날'을 통해 방송됩니다.	드라마 '정도전'을 통해 실제 역사 속 정도전의 모습과 행보를 탐구한다. 또한 콘텐츠 제작자와 역사학자들이 역사와 드라마에 대해 얘기한다. 이는 '역사저널 그날'로 방송된다.
single	culture	문화, 단문장, 요약 : 화자1]14세기 정도전이 21세기를 살고 있는 우리에게 말을 건다. 화자2]또 역사적 인물 '정도전'의 정치적 삶을 담은 드라마 '정도전', 과연 실제 정도전의 모습은 어디까지 충실하게 그렸을지 정도전이 유배지에서 만난 '양지'는 실제 인물? 혹은 허구의 존재일지? 드라마 이야기와 실제 역사 속 정도전의 행보를 통해 우리가 몰랐던 정도전의 모습을 알아봅니다. 이뿐만 아니라 역사적 사건에 상상력을 부여해 콘텐츠를 제작하는 작가와 배우, 역사적 사실을 연구하고 해석하는 역사학자들, 접근하는 방법이 서로 다른 콘텐츠 제작자와 역사학자들이 만나 드라마 속의 역사, 역사 속의 드라마에 대해 이야기합니다. 화자1]한편, 제41회 방송대상 수상 특별기획으로 마련된 '2014 대한민국 정도전을 만나다'는 오늘(4일)과 내일(5일) 양 일간 밤 10시 KBS 1TV '역사저널 그날'을 통해 방송됩니다.	'역사저널 그날'에서 드라마 '정도전'과 실제 역사 속 정도전을 비교하며 그의 모습과 행보를 탐구한다.
20per	culture	문화, 이할문장, 요약 : 화자1]인조반정 1년 후, 반정공신 이괄은 한양으로 진격합니다. 화자2]인조반정 공신 이괄, 반란의 칼을 뽑아들다!. 화자1]1623년 03월 13일 인조반정이 일어난 날, 반정 군 대장 김류가 약속 시간에 나타나지 않습니다. 군사들은 혼란에 빠지고 거사가 중단될 수도 있는 위기의 순간, 이괄이 임시대장으로 추대돼 전열을 정비합니다. 하지만 뒤늦게 김류가 나타나고, 이괄은 다시 대장 자리를 넘긴다. 게다가 반정 성공 후 한양에서 멀리 떨어진 평안도 북병사로 발령을 받게 되는데 결국 공신 책봉에서 2등으로 밀려납니다. 공신책봉 약 3개월 뒤, 이괄은 12,000여 명의 군사들을 이끌고 한양으로 진격합니다. 반란의 칼을 빼 든 것! 반정 공신 중 11번째에 이름을 올렸고 인조에게 깊은 신뢰를 받았던 무신(무신), 이괄. 그는 왜 반정에 성공한 지 1년도 채 되지 않아 모반을 꾀한 것일까? 그가 인조와 반정공신들을 향해 칼을 뽑아 들 수밖에 없었던 이유는 무엇이었을까?. 화자2]조선 하늘 아래 두 명의 임금, 두 개의 조정. 화자1]광해군을 몰아내고 조선의 새로운 왕이 된 인조. 하지만 반정공신들은 정권을 돌보기보다는 광해군 세력들을 숙청하기 바빴다. 인조가 왕이 된 후 1년 사이 수백 명이 처형 혹은 유배되자 민심도 흉흉해졌습니다. 뿐만 아니라 당시는 후금과 명이 치열하게 대립하며 언제 조선에게 불똥이 튈지 모르는 일촉즉발의 상황. 그런데, 북방을 지켜야 할 신하 이괄이 난을 일으킨 것입니다. 한양을 향해 무서운 속도로 진격해오는 이괄의 기세에 놀라 인조는 제대로 된 준비도 없이 피난을 떠납니다. 조선 역사상 반란에 의해 왕이 도성을 떠난 유일한 사건! 선조의 서자 흥안군을 옹립하고 한양에 무혈 입성한 이괄, 결국 조선 하늘 아래 두 명의 임금이 존재하는 믿기지 않는 사태가 발생했습니다. 화자2]한편, 반정공신에서 1년 만에 모반의 수장(수장)이 된 이괄의 이야기는 오늘 밤 09시40분 KBS 1TV '역사저널 그날'을 통해 방송됩니다.	인조반정이 일어난 날 반정 군 임시대장을 맡았던 이괄은 대장 김류가 뒤늦게 나타나 다시 대장 자리를 넘겼고 반정 성공 후 공신 책봉에서 2등으로 밀려났다. 반정공신들은 정권을 돌보기보다 광해군 세력 숙청에 바빴고 민심은 흉흉해졌다. 이러한 상황에서 북방을 지켜야 할 이괄은 군사들을 이끌고 반란을 일으켰는데 이에 놀란 인조는 피난을 떠났고 이괄은 한양에 무혈 입성했다.
single	culture	문화, 단문장, 요약 : 화자1]인조반정 1년 후, 반정공신 이괄은 한양으로 진격합니다. 화자2]인조반정 공신 이괄, 반란의 칼을 뽑아들다!. 화자1]1623년 03월 13일 인조반정이 일어난 날, 반정 군 대장 김류가 약속 시간에 나타나지 않습니다. 군사들은 혼란에 빠지고 거사가 중단될 수도 있는 위기의 순간, 이괄이 임시대장으로 추대돼 전열을 정비합니다. 하지만 뒤늦게 김류가 나타나고, 이괄은 다시 대장 자리를 넘긴다. 게다가 반정 성공 후 한양에서 멀리 떨어진 평안도 북병사로 발령을 받게 되는데 결국 공신 책봉에서 2등으로 밀려납니다. 공신책봉 약 3개월 뒤, 이괄은 12,000여 명의 군사들을 이끌고 한양으로 진격합니다. 반란의 칼을 빼 든 것! 반정 공신 중 11번째에 이름을 올렸고 인조에게 깊은 신뢰를 받았던 무신(무신), 이괄. 그는 왜 반정에 성공한 지 1년도 채 되지 않아 모반을 꾀한 것일까? 그가 인조와 반정공신들을 향해 칼을 뽑아 들 수밖에 없었던 이유는 무엇이었을까?. 화자2]조선 하늘 아래 두 명의 임금, 두 개의 조정. 화자1]광해군을 몰아내고 조선의 새로운 왕이 된 인조. 하지만 반정공신들은 정권을 돌보기보다는 광해군 세력들을 숙청하기 바빴다. 인조가 왕이 된 후 1년 사이 수백 명이 처형 혹은 유배되자 민심도 흉흉해졌습니다. 뿐만 아니라 당시는 후금과 명이 치열하게 대립하며 언제 조선에게 불똥이 튈지 모르는 일촉즉발의 상황. 그런데, 북방을 지켜야 할 신하 이괄이 난을 일으킨 것입니다. 한양을 향해 무서운 속도로 진격해오는 이괄의 기세에 놀라 인조는 제대로 된 준비도 없이 피난을 떠납니다. 조선 역사상 반란에 의해 왕이 도성을 떠난 유일한 사건! 선조의 서자 흥안군을 옹립하고 한양에 무혈 입성한 이괄, 결국 조선 하늘 아래 두 명의 임금이 존재하는 믿기지 않는 사태가 발생했습니다. 화자2]한편, 반정공신에서 1년 만에 모반의 수장(수장)이 된 이괄의 이야기는 오늘 밤 09시40분 KBS 1TV '역사저널 그날'을 통해 방송됩니다.	인조반정의 성공 이후 공신책봉에서 2등으로 밀려났던 이괄은 반란을 일으켰고 인조는 피난을 떠났다.
